id,year,platform,publisher,genre,na_sales,eu_sales,jp_sales,ot_sales,gb_sales
1721,2009,1,8,1,0.78,0.28,0,0.1,1.16
1722,2010,15,7,4,0.58,0.45,0,0.14,1.16
1723,2012,23,8,3,0.38,0.52,0.01,0.25,1.16
1724,2007,17,17,4,0.45,0.25,0.3,0.16,1.16
1725,2006,7,3,3,0.97,0.04,0,0.16,1.16
1726,2004,7,6,7,0.57,0.44,0,0.15,1.16
1727,2007,6,4,6,0.45,0.58,0,0.13,1.16
1728,1997,13,4,10,0.39,0.27,0.43,0.08,1.16
1729,2011,4,18,9,0.66,0.39,0,0.11,1.16
1730,2001,7,8,3,0.57,0.44,0,0.15,1.16
1731,1999,12,1,7,0.78,0.28,0.07,0.02,1.16
1732,1993,8,13,2,0.57,0.08,0.5,0.01,1.16
1733,2002,9,15,4,0.84,0.27,0,0.05,1.16
1734,1995,24,9,3,0.21,0.16,0.77,0.02,1.16
1735,1997,13,22,3,0.65,0.44,0,0.08,1.16
1736,2007,17,8,7,0.5,0.39,0.02,0.25,1.16
1737,2010,5,89,7,0.54,0.51,0,0.12,1.16
1738,2011,6,6,6,0.52,0.38,0.09,0.17,1.16
1739,2005,14,22,9,0.83,0.28,0,0.05,1.16
1740,2009,17,8,1,0.15,0.68,0.01,0.32,1.16
1741,2014,5,8,7,0.51,0.54,0,0.1,1.16
1742,2008,15,9,8,0,1.14,0,0.01,1.15
1743,2011,6,15,8,0.52,0.46,0,0.17,1.15
1744,2001,7,40,9,0.56,0.44,0,0.15,1.15
1745,2007,6,22,9,0.57,0.33,0.09,0.16,1.15
1746,2004,7,90,7,0.56,0.44,0,0.15,1.15
1747,1980,16,5,6,1.07,0.07,0,0.01,1.15
1748,2010,6,3,9,0.44,0.46,0.06,0.18,1.15
1749,2009,1,9,2,0.69,0.35,0.01,0.11,1.15
1750,2007,15,5,7,0,1.12,0,0.03,1.15
1751,1990,3,1,5,0.51,0.2,0.41,0.03,1.15
1752,1995,8,51,1,0,0,1.15,0,1.15
1753,1986,2,69,9,0,0,1.15,0,1.15
1754,2008,4,32,6,0.5,0.52,0,0.13,1.15
1755,2011,6,4,2,0.75,0.22,0.05,0.12,1.15
1756,2003,19,1,6,0.5,0.16,0.46,0.03,1.15
1757,2011,6,8,10,0.45,0.51,0,0.19,1.15
1758,1993,8,25,4,0,0,1.15,0,1.15
1759,2003,7,29,2,0.56,0.44,0,0.15,1.15
1760,1998,13,91,7,0.64,0.43,0,0.07,1.15
1761,1997,13,92,5,0,0,1.07,0.07,1.15
1762,2011,10,1,9,0.47,0.26,0.35,0.07,1.14
1763,2000,13,3,9,0.64,0.43,0,0.07,1.14
1764,2003,7,5,9,0.44,0.34,0.25,0.11,1.14
1765,2005,7,4,9,0.78,0.03,0.2,0.13,1.14
1766,1998,13,10,4,0.25,0.17,0.65,0.07,1.14
1767,2007,6,4,1,0.31,0.03,0.76,0.04,1.14
1768,2005,7,15,8,0.95,0.04,0,0.16,1.14
1769,2008,6,8,2,0.31,0.59,0.02,0.22,1.14
1770,2009,1,6,2,0.26,0.75,0,0.14,1.14
1771,1998,12,31,7,0.9,0.23,0,0.02,1.14
1772,1986,2,13,9,0.71,0.16,0.25,0.03,1.14
1773,1990,8,1,8,0.46,0.17,0.48,0.02,1.14
1774,2000,22,22,9,0.41,0.23,0.47,0.03,1.14
1775,1991,3,1,3,0.58,0.37,0.15,0.04,1.14
1776,2003,14,8,9,0.71,0.38,0,0.05,1.14
1777,2005,9,22,9,0.82,0.3,0,0.02,1.14
1778,2005,7,3,4,0,0.51,0,0.62,1.14
1779,2009,5,5,6,0.65,0.37,0,0.11,1.14
1780,2001,7,11,8,0.12,0.1,0.88,0.03,1.14
1781,2004,19,8,3,0.7,0.39,0.01,0.03,1.14
1782,2002,14,2,8,1.01,0.1,0,0.03,1.13
1783,2010,6,4,3,0.5,0.41,0.06,0.16,1.13
1784,2011,10,18,9,0.61,0.43,0,0.09,1.13
1785,1999,13,51,1,0,0,1.06,0.07,1.13
1786,2006,9,29,3,0.81,0.3,0,0.02,1.13
1787,2012,10,1,4,0.33,0.37,0.37,0.06,1.13
1788,2004,14,6,7,0.99,0.12,0,0.02,1.13
1789,2014,11,3,1,0.38,0.56,0,0.19,1.13
1790,1983,2,1,2,0.23,0.05,0.84,0.01,1.13
1791,1998,13,4,6,0.63,0.43,0,0.07,1.13
1792,2013,5,3,1,0.64,0.39,0,0.1,1.13
1793,2014,11,9,7,0.34,0.56,0.04,0.19,1.13
1794,2009,6,9,9,0.21,0.21,0.62,0.08,1.13
1795,2005,9,1,4,0.81,0.3,0,0.02,1.13
1796,2009,6,32,6,0.67,0.3,0,0.15,1.13
1797,2011,5,8,9,0.72,0.3,0.01,0.09,1.12
1798,1982,16,11,7,1.05,0.06,0,0.01,1.12
1799,2001,7,5,3,0.55,0.43,0,0.14,1.12
1800,1996,12,1,8,0.56,0.24,0.3,0.02,1.12
1801,2010,5,2,7,0.63,0.37,0.02,0.1,1.12
1802,2013,6,17,4,0.36,0.33,0.28,0.15,1.12
1803,2010,6,15,9,0.5,0.37,0.1,0.16,1.12
1804,2011,5,6,6,0.84,0.2,0.01,0.08,1.12
1805,2014,5,32,9,0.62,0.4,0,0.1,1.12
1806,2005,17,4,7,1.03,0,0.01,0.08,1.12
1807,2005,14,5,7,0.66,0.4,0,0.05,1.12
1808,1992,2,1,5,0.41,0.06,0.63,0.02,1.12
1809,2009,7,5,6,0.28,0.3,0,0.54,1.12
1810,2007,15,93,1,0,1.12,0,0,1.12
1811,2004,14,5,9,0.82,0.26,0,0.04,1.12
1812,2003,14,2,7,0.85,0.23,0,0.04,1.11
1813,2015,11,20,9,0.32,0.58,0.04,0.17,1.11
1814, PS2, PS3, Wii & PC Versions),2007,0.63,0.37,0,0.11,1.11
1815,2008,6,36,3,0.31,0.57,0.03,0.2,1.11
1816,2007,7,23,6,0.92,0.04,0,0.15,1.11
1817,2014,18,2,7,0.62,0.4,0,0.08,1.11
1818,2005,14,6,9,0.68,0.38,0,0.05,1.11
1819,1983,2,1,2,0.33,0.07,0.7,0.01,1.11
1820,1995,13,4,4,0,0,1.1,0.01,1.11
1821,1994,21,31,1,0.95,0.14,0,0.03,1.11
1822,2007,1,8,3,0.54,0.46,0,0.12,1.11
1823,2013,20,1,12,0.45,0.31,0.29,0.06,1.11
1824,1999,13,10,4,0.18,0.13,0.73,0.07,1.11
1825,2004,17,6,5,0.52,0.35,0,0.23,1.11
1826,2010,6,32,9,0.51,0.42,0,0.17,1.11
1827,2009,6,5,6,0.53,0.4,0,0.17,1.1
1828,1981,16,5,7,1.03,0.06,0,0.01,1.1
1829,2007,5,8,7,0.45,0.53,0.01,0.12,1.1
1830,2015,10,1,9,0.52,0.33,0.17,0.08,1.1
1831,1982,16,11,2,1.03,0.06,0,0.01,1.1
1832,1997,13,8,1,0.61,0.42,0,0.07,1.1
1833,2012,6,20,9,0.36,0.53,0,0.21,1.1
1834,2007,4,6,8,0.47,0.52,0,0.12,1.1
1835,2010,6,29,10,0.44,0.46,0.01,0.18,1.1
1836,1999,3,15,12,0,0,1.1,0,1.1
1837,1984,2,69,5,0,0,1.1,0,1.1
1838,1989,3,10,4,0,0,1.1,0,1.1
1839,1989,2,26,4,0,0,1.1,0,1.1
1840,1998,12,1,3,0.45,0.33,0.29,0.03,1.1
1841,1983,2,1,2,0.51,0.12,0.45,0.02,1.1
1842,2008,1,8,7,0.92,0.09,0,0.09,1.1
1843,2001,7,8,1,0.52,0.4,0.04,0.13,1.1
1844,2006,7,4,6,0.12,0.75,0,0.23,1.1
1845,2006,7,4,6,0,0.84,0,0.25,1.1
1846,2003,19,1,4,0.54,0.21,0.31,0.04,1.1
1847,2005,17,5,4,0.54,0.33,0.01,0.22,1.1
1848,1998,13,4,4,0.26,0.1,0.72,0.02,1.1
1849,2013,6,17,4,0.31,0.22,0.45,0.12,1.1
1850,2008,17,18,9,0.43,0.41,0,0.25,1.09
1851,2008,4,6,8,0.63,0.36,0,0.1,1.09
1852,2007,17,8,9,0.24,0.55,0,0.31,1.09
1853,2006,7,9,11,0.05,0.04,0.84,0.16,1.09
1854,2009,5,8,1,0.82,0.17,0.01,0.09,1.09
1855,2003,9,11,4,0.78,0.29,0,0.02,1.09
1856,2007,6,9,10,0.29,0.52,0.08,0.2,1.09
1857,2000,22,9,1,1.02,0.05,0,0.02,1.09
1858,1998,13,15,8,0,0,1.07,0.02,1.09
1859,2005,17,4,6,0.75,0.18,0,0.16,1.09
1860,2006,4,18,9,0.96,0.04,0,0.08,1.09
1861,2003,14,8,1,1.02,0.02,0,0.05,1.09
1862,2009,15,9,12,0.01,0.97,0,0.11,1.09
1863,2006,7,8,9,0.89,0.03,0.01,0.15,1.09
1864,2009,1,8,1,0.61,0.37,0,0.11,1.09
1865,2002,7,18,7,0.53,0.42,0,0.14,1.09
1866,1997,13,94,8,0,0,1.02,0.07,1.09
1867,2010,6,8,9,0.64,0.28,0.04,0.13,1.09
1868,2010,4,9,3,0.44,0.54,0,0.11,1.09
1869,2012,6,5,9,0.35,0.52,0,0.22,1.09
1870,2007,1,1,11,0.44,0.47,0.09,0.09,1.09
1871,1998,13,40,1,0.6,0.41,0,0.07,1.09
1872,2010,5,9,3,0.74,0.26,0,0.09,1.09
1873,2003,7,8,3,0.53,0.41,0,0.14,1.08
1874,2008,6,6,9,0.47,0.41,0.03,0.18,1.08
1875,2002,7,29,2,0.53,0.41,0,0.14,1.08
1876,2015,15,3,9,0.36,0.64,0,0.08,1.08
1877,2009,1,29,1,0.87,0.12,0,0.09,1.08
1878,2002,7,95,1,0.53,0.41,0,0.14,1.08
1879,2009,4,8,11,0.55,0.43,0,0.11,1.08
1880,2009,1,13,9,0.48,0.32,0.2,0.09,1.08
1881,2012,5,8,9,1.02,0,0,0.06,1.08
1882,2009,17,3,9,0.28,0.5,0.03,0.28,1.08
1883,2010,1,8,1,0.26,0.69,0,0.12,1.08
1884,2007,6,8,7,0.28,0.59,0,0.22,1.08
1885,1982,16,11,2,1.01,0.06,0,0.01,1.08
1886,2008,5,22,9,0.53,0.43,0.01,0.11,1.08
1887,2004,7,6,7,0.64,0.34,0,0.1,1.08
1888,2011,6,36,3,0.27,0.59,0.01,0.21,1.08
1889,2013,20,1,2,0.47,0.4,0.13,0.08,1.08
1890,2008,4,8,8,0.67,0.3,0,0.11,1.08
1891,1998,13,40,1,0.6,0.41,0,0.07,1.08
1892,2003,9,11,10,0.77,0.29,0,0.02,1.08
1893,2002,9,6,2,0.77,0.29,0,0.02,1.08
1894,2005,19,1,7,0.68,0.18,0.19,0.03,1.08
1895,2008,6,26,10,0.49,0.35,0.09,0.16,1.08
1896,2011,5,13,10,0.79,0.18,0.03,0.07,1.08
1897,2013,5,8,1,1.01,0,0,0.06,1.07
1898,1999,13,4,6,0,0,1,0.07,1.07
1899,2006,7,5,7,0.89,0.03,0,0.15,1.07
1900,2008,4,6,8,0.65,0.32,0,0.1,1.07
1901,2010,5,3,9,0.57,0.39,0.02,0.09,1.07
1902,2008,5,3,9,0.53,0.4,0.03,0.11,1.07
1903,1994,24,9,10,0.17,0.12,0.77,0.02,1.07
1904,1999,15,22,1,0,0.98,0,0.09,1.07
1905,2009,7,29,10,0.53,0.01,0,0.54,1.07
1906,2007,5,15,1,0.08,0.9,0.04,0.05,1.07
1907,2005,4,1,2,0.72,0.06,0.21,0.07,1.07
1908,1997,13,8,1,0.59,0.4,0,0.07,1.07
1909,2005,7,26,10,0.74,0.15,0.13,0.05,1.07
1910,2013,6,5,2,0.43,0.44,0,0.2,1.07
1911,2012,6,36,3,0.12,0.64,0.05,0.25,1.07
1912,2005,17,4,1,0.1,0.63,0,0.34,1.07
1913,2011,1,32,9,0.67,0.3,0,0.1,1.07
1914,1995,13,4,3,0.17,0.12,0.71,0.07,1.07
1915,2011,5,32,9,0.54,0.42,0,0.1,1.07
1916,1999,13,8,3,0.59,0.4,0,0.07,1.07
1917,1998,13,8,1,0.59,0.4,0,0.07,1.06
1918,2006,7,40,10,0.88,0.04,0,0.14,1.06
1919,2010,5,9,7,0.55,0.4,0,0.11,1.06
1920,2002,7,8,3,0.52,0.41,0,0.14,1.06
1921,2008,4,96,6,0.23,0.74,0,0.1,1.06
1922,2010,5,29,9,0.67,0.29,0.01,0.1,1.06
1923,2007,6,36,3,0.16,0.67,0,0.23,1.06
1924,2007,4,5,7,0.96,0.02,0.01,0.08,1.06
1925,1998,13,59,6,0,0,0.99,0.07,1.06
1926,2008,1,9,1,0.28,0.65,0,0.13,1.06
1927,2005,7,8,1,0.52,0.41,0,0.14,1.06
1928,2012,6,17,9,0.31,0.5,0.05,0.19,1.06
1929,2008,5,8,7,0.65,0.3,0.01,0.1,1.06
1930,1999,13,97,12,0.18,0.81,0,0.08,1.06
1931,2003,7,21,9,0.52,0.41,0,0.14,1.06
1932,2008,6,5,9,0.44,0.44,0,0.18,1.06
1933,1998,12,40,1,1.02,0.04,0,0.01,1.06
1934,1997,12,31,1,1.01,0.05,0,0.01,1.06
1935,2009,5,5,6,0.56,0.4,0,0.11,1.06
1936,2007,4,3,2,0.97,0.01,0,0.08,1.06
1937,2001,15,24,4,1.03,0.02,0,0,1.06
1938,2016,11,26,10,0.39,0.41,0.1,0.16,1.06
1939,2004,9,5,9,0.76,0.28,0,0.02,1.06
1940,2007,6,9,1,0.23,0.59,0.03,0.22,1.06
1941,2002,7,98,3,0.52,0.4,0,0.14,1.06
1942,2007,6,4,8,0.49,0.39,0,0.17,1.06
1943,2007,4,13,11,0.32,0.06,0.64,0.04,1.06
1944,2014,5,6,9,0.58,0.38,0,0.09,1.05
1945,1981,16,48,7,0.99,0.05,0,0.01,1.05
1946,2006,17,4,7,0.81,0.11,0,0.13,1.05
1947,2014,1,5,9,0.42,0.54,0,0.08,1.05
1948,2010,6,9,7,0.41,0.47,0,0.18,1.05
1949,1980,16,11,6,0.99,0.05,0,0.01,1.05
1950,2010,1,6,6,0.27,0.66,0,0.12,1.05
1951,1986,2,69,2,0,0,1.05,0,1.05
1952,1996,13,4,4,0,0,0.92,0.13,1.05
1953,1985,2,26,10,0,0,1.05,0,1.05
1954,1996,8,51,1,0,0,1.04,0.01,1.05
1955,2012,6,29,9,0.55,0.34,0.03,0.13,1.05
1956,2002,7,9,1,0.51,0.4,0,0.13,1.05
1957,2015,11,26,10,0.3,0.48,0.12,0.15,1.05
1958,2001,14,8,3,0.78,0.26,0,0.01,1.05
1959,2000,13,31,1,0.91,0.11,0,0.03,1.05
1960,2007,4,6,8,0.45,0.49,0,0.11,1.05
1961,2009,5,29,10,0.56,0.38,0.01,0.11,1.05
1962,2005,14,2,3,0.52,0.51,0,0.02,1.05
1963,2006,5,9,2,0.44,0.49,0,0.11,1.05
1964,2009,1,8,11,0.62,0.32,0,0.1,1.05
1965,1998,13,4,8,0.19,0.13,0.66,0.07,1.05
1966,2012,4,1,4,0.58,0.06,0.37,0.04,1.05
1967,2007,5,8,9,0.54,0.4,0,0.11,1.05
1968,2008,1,20,9,0.46,0.47,0,0.11,1.04
1969,2003,7,8,1,0.51,0.4,0,0.13,1.04
1970,2007,1,11,10,0.33,0.37,0.26,0.09,1.04
1971,2010,4,32,9,0.58,0.37,0,0.09,1.04
1972,1997,13,26,4,0.09,0.06,0.83,0.07,1.04
1973,2000,13,31,3,0.58,0.39,0,0.07,1.04
1974,2009,4,32,11,0.57,0.35,0.02,0.1,1.04
1975,1996,13,19,9,0.45,0.3,0.22,0.07,1.04
1976,2003,19,1,10,0.44,0.12,0.45,0.03,1.04
1977,2006,7,15,8,0.87,0.03,0,0.14,1.04
1978,2011,5,7,7,0.59,0.35,0.01,0.09,1.04
1979,2001,9,1,3,0.39,0.16,0.37,0.12,1.04
1980,1997,12,69,5,0.5,0.2,0.31,0.03,1.04
1981,1998,13,31,3,0.91,0.1,0,0.03,1.04
1982,2009,5,5,9,0.62,0.33,0,0.09,1.04
1983,2015,11,99,3,0.17,0.69,0.02,0.15,1.04
1984,2005,14,8,3,0.53,0.46,0,0.05,1.04
1985,2011,4,1,2,0.52,0.06,0.41,0.05,1.04
1986,2013,18,20,9,0.61,0.34,0,0.09,1.04
1987,2010,4,5,8,0.68,0.27,0,0.09,1.04
1988,2007,6,6,7,0.34,0.48,0.02,0.19,1.04
1989,2009,17,4,3,0.16,0.58,0,0.3,1.04
1990,2005,17,4,3,0.47,0.34,0,0.22,1.04
1991,2014,11,8,1,0.46,0.4,0.01,0.17,1.04
1992,2005,7,29,3,0.86,0.03,0,0.14,1.03
1993,2008,6,9,2,0.56,0.33,0.01,0.14,1.03
1994,2007,1,8,1,0.94,0.02,0,0.08,1.03
1995,2011,6,6,2,0.33,0.51,0.01,0.18,1.03
1996,2012,1,32,9,0.72,0.23,0,0.08,1.03
1997,2003,7,8,1,0.5,0.39,0,0.13,1.03
1998,1985,2,69,5,0.18,0,0.85,0,1.03
1999,2007,1,8,9,0.45,0.47,0,0.11,1.03
2000,1996,15,22,9,0.96,0.07,0,0,1.03
2001,2008,1,32,6,0.94,0.01,0,0.08,1.03
2002,1998,13,19,10,0.38,0.12,0.51,0.02,1.03
2003,2011,5,8,7,0.61,0.32,0.01,0.08,1.02
2004,2007,1,8,1,0.32,0.59,0.01,0.11,1.02
2005,2007,1,100,10,0.45,0.46,0,0.11,1.02
2006,2007,5,6,7,0.87,0.05,0.02,0.08,1.02
2007,2012,20,6,9,0.53,0.36,0.05,0.08,1.02
2008,2004,19,5,2,0.73,0.26,0.01,0.03,1.02
2009,2007,4,6,8,0.51,0.4,0,0.11,1.02
2010,2010,6,26,4,0.28,0.21,0.45,0.08,1.02
2011,1993,8,13,9,0.39,0.12,0.49,0.02,1.02
2012,2008,1,29,2,0.51,0.4,0,0.11,1.02
2013,1997,13,8,9,0.57,0.39,0,0.07,1.02
2014,2007,5,11,8,0.69,0.04,0.22,0.06,1.02
2015,2006,14,8,1,0.97,0.03,0,0.03,1.02
2016,2014,6,32,9,0.44,0.4,0,0.17,1.02
2017,2004,7,8,9,0.5,0.39,0,0.13,1.02
2018,1998,13,28,5,0.56,0.38,0,0.07,1.01
2019,2014,20,1,9,0.34,0.28,0.1,0.3,1.01
2020,2008,5,6,9,0.54,0.35,0.02,0.1,1.01
2021,2010,17,4,9,0.41,0.36,0.03,0.21,1.01
2022,2011,10,9,2,0.44,0.46,0.01,0.09,1.01
2023,2008,5,49,9,0.65,0.22,0.05,0.1,1.01
2024,1995,8,31,1,0.87,0.12,0,0.02,1.01
2025,2003,15,22,1,0,0.93,0,0.08,1.01
2026,2010,1,5,6,0.48,0.44,0,0.09,1.01
2027,2006,4,9,6,0,0,1.01,0,1.01
2028,1997,13,49,8,0.12,0.08,0.74,0.07,1.01
2029,2014,6,20,9,0.33,0.48,0.02,0.18,1.01
2030,2009,6,36,3,0.27,0.53,0,0.2,1.01
2031,2014,11,6,2,0.21,0.61,0,0.18,1.01
2032,2009,1,8,7,0.93,0,0,0.07,1
2033,2003,7,90,3,0.49,0.38,0,0.13,1
2034,1997,13,13,4,0.29,0.19,0.46,0.07,1
2035,2008,5,15,1,0.13,0.76,0.03,0.09,1
2036,2000,7,49,10,0.3,0.24,0.38,0.08,1
2037,1985,2,13,7,0.65,0.14,0.21,0,1
2038,2000,12,1,3,0.65,0.15,0.19,0.01,1
2039,1991,2,1,1,0.41,0.1,0.47,0.02,1
2040,1997,3,1,6,0.63,0.25,0.09,0.03,1
2041,2004,7,101,6,0,0,1,0,1
2042,2003,14,26,10,0.78,0.18,0.03,0,1
2043,2008,6,6,7,0.49,0.33,0.02,0.15,1
2044,2012,5,29,9,0.72,0.21,0,0.07,1
2045,2006,5,15,1,0.08,0.9,0.02,0,1
2046,1995,13,8,3,0.56,0.38,0,0.07,1
2047,2000,13,4,1,0.56,0.38,0,0.07,1
2048,2013,23,16,7,0.25,0.49,0.04,0.22,1
2049,1996,13,8,1,0.55,0.38,0,0.07,1
2050,2002,7,49,9,0.13,0.1,0.74,0.03,1
2051,2005,4,29,12,0.86,0.04,0.01,0.08,1
2052,2013,6,6,6,0.51,0.27,0.05,0.15,1
2053,2013,6,8,9,0.44,0.38,0,0.17,1
2054,2010,1,29,6,0.89,0.04,0,0.06,1
2055,2013,6,32,9,0.48,0.35,0,0.16,1
2056,2011,5,26,4,0.64,0.28,0,0.08,1
2057,2008,4,6,5,0.17,0.78,0,0.04,1
2058,2000,13,4,6,0.55,0.38,0,0.07,1
2059,2013,5,8,9,0.64,0.28,0,0.08,0.99
2060,2005,4,13,11,0.49,0.07,0.39,0.05,0.99
2061,2000,14,2,1,0.74,0.21,0,0.04,0.99
2062,2003,19,24,3,0.77,0.2,0,0.03,0.99
2063,2008,4,8,8,0.59,0.31,0,0.1,0.99
2064,2013,5,6,9,0.57,0.34,0.01,0.08,0.99
2065,2006,17,26,8,0.37,0.31,0.12,0.19,0.99
2066,2011,5,8,1,0.94,0,0,0.06,0.99
2067,2011,6,32,9,0.36,0.46,0,0.17,0.99
2068,2009,1,5,6,0.6,0.3,0,0.09,0.99
2069,2009,1,29,3,0.61,0.3,0,0.09,0.99
2070,1998,13,14,2,0.55,0.38,0,0.06,0.99
2071,2009,6,4,8,0.35,0.52,0.04,0.09,0.99
2072,2009,1,20,9,0.88,0.05,0,0.07,0.99
2073,2008,17,3,3,0.52,0.28,0,0.19,0.99
2074,2000,7,4,9,0.3,0.23,0.38,0.08,0.99
2075,2008,6,5,6,0.73,0.15,0,0.11,0.99
2076,2007,1,29,10,0.38,0.5,0,0.11,0.99
2077,2009,1,8,1,0.23,0.65,0,0.11,0.99
2078,2005,19,9,2,0.76,0.2,0,0.03,0.99
2079,2012,15,81,8,0,0.8,0,0.18,0.99
2080,2008,15,7,4,0.02,0.88,0,0.08,0.99
2081,2006,4,29,3,0.85,0.05,0,0.08,0.98
2082,2008,17,15,1,0.02,0.53,0.19,0.25,0.98
2083,2012,15,6,7,0.21,0.62,0,0.14,0.98
2084,2010,1,1,4,0.49,0.26,0.16,0.08,0.98
2085,2013,5,6,6,0.72,0.19,0,0.07,0.98
2086,2005,9,1,6,0.5,0.19,0.28,0.02,0.98
2087,2010,6,9,3,0.36,0.46,0,0.17,0.98
2088,1993,2,1,5,0.62,0.13,0.21,0.02,0.98
2089,1998,12,8,3,0.94,0.04,0,0.01,0.98
2090,2010,4,17,4,0.56,0.1,0.27,0.05,0.98
2091,2014,6,6,4,0.42,0.38,0,0.17,0.98
2092,2011,6,6,3,0.24,0.54,0.01,0.18,0.98
2093,2012,6,12,7,0.38,0.39,0.06,0.15,0.98
2094,2014,5,6,7,0.45,0.44,0,0.08,0.98
2095,2005,15,3,9,0,0.92,0,0.05,0.98
2096,2013,6,6,9,0.34,0.41,0.06,0.18,0.98
2097,2013,6,15,9,0.03,0.43,0.51,0.01,0.98
2098,2015,5,8,1,0.82,0.05,0,0.1,0.98
2099,2009,7,8,1,0.88,0,0,0.1,0.98
2100,2009,5,8,9,0.62,0.27,0,0.09,0.98
2101,2006,4,26,8,0.09,0.02,0.86,0.01,0.98
2102,2015,11,17,4,0.37,0.32,0.15,0.14,0.97
2103,2007,6,8,1,0.89,0.01,0,0.08,0.97
2104,2008,1,29,2,0.5,0.37,0,0.1,0.97
2105,2005,14,8,1,0.73,0.21,0,0.03,0.97
2106,2012,15,8,4,0.4,0.44,0,0.13,0.97
2107,2009,5,3,1,0.88,0.02,0,0.08,0.97
2108,2003,9,1,12,0.49,0.18,0.29,0.01,0.97
2109,2011,5,5,9,0.53,0.35,0,0.1,0.97
2110,2010,1,32,1,0.56,0.33,0,0.08,0.97
2111,2003,7,8,1,0.47,0.37,0,0.12,0.97
2112,2007,7,3,9,0.78,0.03,0.03,0.13,0.97
2113,2015,5,3,1,0.77,0.1,0,0.1,0.97
2114,2004,14,8,1,0.33,0.6,0,0.04,0.97
2115,2012,1,20,9,0.52,0.37,0,0.08,0.97
2116,1992,8,10,4,0,0,0.97,0,0.97
2117,1981,16,11,2,0.9,0.05,0,0.01,0.97
2118,2006,19,18,9,0.75,0.19,0,0.03,0.97
2119,2013,23,17,4,0.21,0.31,0.28,0.16,0.97
2120,2000,13,8,7,0.54,0.37,0,0.06,0.97
2121,2005,4,8,8,0.82,0.07,0,0.07,0.96
2122,2002,7,4,4,0.38,0.25,0.26,0.07,0.96
2123,1999,13,4,6,0.54,0.36,0,0.06,0.96
2124,2012,6,4,9,0.5,0.28,0.04,0.14,0.96
2125,1999,13,15,8,0,0,0.9,0.06,0.96
2126,2011,4,29,6,0.72,0.17,0,0.07,0.96
2127,2012,1,17,4,0,0,0.96,0,0.96
2128,2011,4,32,9,0.37,0.49,0,0.1,0.96
2129,2006,17,4,11,0.3,0.44,0,0.22,0.96
2130,1996,12,14,10,0.72,0.22,0,0.02,0.96
2131,1986,2,69,7,0.32,0.06,0.57,0.01,0.96
2132,2008,5,9,2,0.54,0.33,0,0.09,0.96
2133,2010,6,13,7,0.29,0.34,0.2,0.13,0.96
2134,2000,7,8,1,0.47,0.37,0,0.12,0.96
2135,2012,10,17,4,0,0,0.96,0,0.96
2136,2008,4,6,1,0.3,0.54,0,0.11,0.96
2137,2012,6,6,7,0.41,0.33,0.09,0.12,0.96
2138,2006,4,13,9,0.39,0,0.53,0.03,0.96
2139,2002,7,4,2,0.36,0.28,0.22,0.09,0.96
2140,2002,14,40,10,0.77,0.15,0,0.04,0.96
2141,2011,15,26,9,0.25,0.56,0,0.15,0.96
2142,2011,10,1,8,0.4,0.36,0.13,0.07,0.96
2143,2013,6,26,10,0.32,0.33,0.15,0.15,0.96
2144,2015,5,20,9,0.47,0.4,0,0.08,0.95
2145,2004,14,64,1,0.88,0.04,0,0.04,0.95
2146,2004,7,98,6,0.8,0.03,0,0.13,0.95
2147,2005,7,6,9,0.36,0.45,0,0.14,0.95
2148,2003,19,29,2,0.74,0.19,0,0.03,0.95
2149,2014,5,6,4,0.57,0.3,0,0.08,0.95
2150,2008,4,102,9,0.65,0.22,0,0.09,0.95
2151,2008,6,4,6,0.27,0.51,0,0.17,0.95
2152,2011,1,32,3,0.46,0.39,0,0.1,0.95
2153,1996,13,4,4,0.26,0.17,0.46,0.06,0.95
2154,2000,7,8,12,0.27,0.21,0.41,0.07,0.95
2155,2003,9,15,6,0.68,0.25,0,0.02,0.95
2156,1999,13,8,1,0.53,0.36,0,0.06,0.95
2157,2009,6,8,9,0.54,0.28,0,0.13,0.95
2158,2011,6,5,9,0.39,0.4,0,0.16,0.95
2159,2009,1,5,6,0.41,0.43,0,0.1,0.95
2160,2015,11,3,7,0.35,0.41,0.05,0.15,0.95
2161,2008,6,29,10,0.51,0.31,0.01,0.13,0.95
2162,2010,5,8,7,0.62,0.24,0,0.08,0.95
2163,2009,1,5,1,0.7,0.17,0,0.08,0.95
2164,2014,5,20,9,0.48,0.38,0,0.08,0.95
2165,2011,1,1,6,0.24,0.43,0.18,0.09,0.95
2166,2004,7,4,7,0.79,0.03,0,0.13,0.94
2167,2011,6,17,9,0.27,0.5,0,0.17,0.94
2168,2003,7,36,3,0.01,0.71,0.01,0.21,0.94
2169,2011,10,1,7,0.48,0.27,0.13,0.07,0.94
2170,2004,19,29,2,0.73,0.19,0,0.03,0.94
2171,2013,5,6,6,0.69,0.17,0,0.08,0.94
2172,1996,13,14,6,0.52,0.36,0,0.06,0.94
2173,2006,1,29,3,0.83,0.04,0,0.07,0.94
2174,2012,15,6,9,0.28,0.53,0,0.13,0.94
2175,2003,7,15,9,0.46,0.36,0,0.12,0.94
2176,2012,10,1,1,0.26,0.29,0.33,0.05,0.94
2177,2012,5,26,9,0.48,0.36,0.02,0.08,0.94
2178,2009,5,9,9,0.51,0.26,0.09,0.08,0.94
2179,2005,7,29,7,0.78,0.03,0,0.13,0.94
