id,name,year,platform,publisher,genre
5230,The Fairly Odd Parents: Shadow Showdown,2004,7,29,2
5231,Saban's Power Rangers: Lightspeed Rescue,2000,13,29,9
5232,Xbox Music Mixer,2003,14,2,6
5233,WWE All Stars,2011,5,29,10
5234,The Shoot,2010,6,4,7
5235,College Hoops 2K8,2007,7,3,1
5236,Guitar Hero: Metallica,2009,7,5,6
5237,Guilty Gear X2,2002,7,101,10
5238,MotoGP 08,2008,5,13,3
5239,Yu-Gi-Oh! 5D's Tag Force 5,2010,17,15,12
5240,Enemy Territory: Quake Wars,2008,6,5,7
5241,Tom Clancy's Rainbow Six: Lockdown,2005,7,6,7
5242,From TV Animation One Piece: Tobidase Kaizokudan!,2001,13,26,4
5243,The Tale of Despereaux,2008,7,206,2
5244,Aggressive Inline,2002,7,31,1
5245,Karaoke Revolution,2003,7,15,6
5246,NFL Street,2004,19,8,1
5247,Hello Kitty Daily,2008,4,127,6
5248,Metal Arms: Glitch in the System,2003,7,24,7
5249,Farming Simulator 2015,2015,11,102,8
5250,Jikkyou Powerful Pro Yakyuu 7,2000,7,15,1
5251,Rally Cross 2,1998,13,43,3
5252,EverGrace,2000,7,6,4
5253,Def Jam Icon,2007,5,8,9
5254,Lunar 2: Eternal Blue Complete,1999,13,153,4
5255,Street Fighter Alpha: Warriors' Dreams,1996,24,13,10
5256,Rugrats: Royal Ransom,2002,7,29,2
5257,Disney Fairies: Tinker Bell and the Great Fairy Rescue,2010,4,32,11
5258,MLB 06: The Show,2006,17,4,1
5259,F1 Race Stars,2012,6,36,3
5260,Over the Hedge,2006,19,5,2
5261,Naruto Shippuden: Ultimate Ninja Impact,2011,17,26,10
5262,Just Dance 2016,2015,11,6,6
5263,Charlie and the Chocolate Factory,2005,7,64,11
5264,Pirates of the Caribbean: At World's End,2007,4,32,9
5265,UEFA Euro 2008 Austria-Switzerland,2008,5,8,1
5266,Kurushi Final: Mental Blocks,1998,13,4,5
5267,Style Lab: Jewelry Design,2009,4,6,8
5268,Risk / Battleship / Clue,2005,9,87,6
5269,SD Gundam G Generation World,2011,17,26,12
5270,LEGO Pirates of the Caribbean: The Video Game,2011,17,32,9
5271,The Wild Thornberrys Movie,2002,9,29,2
5272,High School Musical 3: Senior Year DANCE!,2008,7,32,6
5273,Dynasty Warriors 5 Empires,2006,7,49,9
5274,SoulCalibur,1999,22,26,10
5275,WipEout 3,1999,13,88,3
5276,Etrian Odyssey,2007,4,1,4
5277,Conan,2007,6,29,9
5278,Classic NES Series: Ice Climber,2004,9,1,2
5279,Skylanders: Trap Team,2014,18,5,9
5280,Avatar: The Last Airbender - The Burning Earth,2007,4,29,9
5281,F.E.A.R.,2006,5,24,7
5282,Tenchu Z,2006,5,2,9
5283,Freeway,1980,16,5,9
5284,Driver 2 Advance,2002,9,11,9
5285,Monster Rancher 4,2003,7,49,8
5286,Iron Man 2,2010,4,9,9
5287,Chicken Riot,2010,1,89,9
5288,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004,7,32,11
5289,Iron Storm,1995,24,9,7
5290,Harry Potter and the Deathly Hallows - Part 2,2011,5,8,9
5291,MotorStorm: Arctic Edge,2009,7,4,3
5292,The Fairly Odd Parents: Shadow Showdown,2004,9,29,2
5293,Radiant Historia,2010,4,72,4
5294,Marvel Super Heroes,1997,13,19,10
5295,Super Bust-A-Move,2000,7,31,5
5296,Hitman: Contracts,2004,14,22,7
5297,Thunderstrike: Operation Phoenix,2001,7,22,8
5298,Alien's Return,1982,16,207,9
5299,Frostbite,1983,16,5,9
5300,LEGO Marvel's Avengers,2016,5,20,9
5301,Kameo: Elements of Power,2005,5,2,9
5302,Power Rangers Samurai,2011,1,26,9
5303,WWE Day of Reckoning 2,2005,19,29,10
5304,Dynasty Warriors 6 Empires,2009,6,49,9
5305,The Urbz: Sims in the City,2004,14,8,8
5306,Fantastic Voyage,1981,16,122,9
5307,The Adventures of Tintin: The Game,2011,1,6,9
5308,Bee Movie Game,2007,1,5,9
5309,Silent Hill HD Collection,2012,6,15,9
5310,Night Warriors: Darkstalkers' Revenge,1995,24,19,10
5311,Off Road Challenge,1998,12,14,3
5312,Bank Heist,1982,16,122,9
5313,Harry Potter and the Half-Blood Prince,2009,6,8,9
5314,Tom Clancy's Ghost Recon: Shadow Wars,2011,10,6,12
5315,Backstreet Billiards,1998,13,51,6
5316,MX vs. ATV Untamed,2008,1,29,3
5317,Carnival,1981,16,70,7
5318,Football Manager Handheld 2008,2007,17,9,1
5319,Leisure Suit Larry: Magna Cum Laude,2004,7,24,11
5320,Harry Potter and the Deathly Hallows - Part 2,2011,6,8,9
5321,MVP 06 NCAA Baseball,2006,14,8,1
5322,Momotarou Dentetsu DS: Tokyo & Japan,2007,4,69,6
5323,Point Blank,1997,13,4,7
5324,Bookworm,2009,4,208,5
5325,Smart Girl's Party Game,2008,4,12,6
5326,Rayman Legends,2014,18,6,2
5327,5 Quest: Challenge of the Warlords,2007,4,59,5
5328,Star Ocean: Second Evolution,2008,17,17,4
5329,My Baby Boy,2008,4,127,8
5330,Tiny Tank,1998,13,4,9
5331,Jonah Lomu Rugby Challenge,2011,5,209,1
5332,Spy Hunter,2002,14,40,3
5333,Angry Birds Star Wars,2013,10,5,12
5334,Imagine: Movie Star,2008,4,6,8
5335,NHL 09,2008,6,8,1
5336,Zoo Tycoon (2013),2013,18,2,8
5337,Herbie: Fully Loaded,2005,9,32,3
5338,The Sims 3: Town Life Stuff,2011,15,8,8
5339,Teenage Mutant Ninja Turtles,2003,19,15,9
5340,Pony Friends 2,2009,4,22,8
5341,Disney Sing It: Pop Hits,2009,7,32,6
5342,Buzz! The Ultimate Music Quiz,2010,6,4,6
5343,Persona 5,2016,11,72,4
5344,The Eye of Judgment,2007,6,4,6
5345,Pirates of the Caribbean: At World's End,2007,5,32,9
5346,Modnation Racers: Road Trip,2012,23,4,3
5347,Dynasty Warriors: Gundam 2,2008,7,26,9
5348,Power Rangers Samurai,2011,4,26,9
5349,Fade to Black,1996,13,8,9
5350,MXRider,2001,7,11,3
5351,Avatar: The Last Airbender,2006,4,29,11
5352,Battlefield: Hardline,2015,5,8,7
5353,Delta Force: Black Hawk Down,2005,14,173,7
5354,Night at the Museum: Battle of the Smithsonian,2009,4,35,9
5355,World Championship Poker 2: Featuring Howard Lederer,2005,7,60,6
5356,Sengoku Musou 3 Z,2011,6,210,9
5357,Operation Flashpoint: Red River,2011,6,36,7
5358,Ninja Blade,2009,5,2,9
5359,Tom Clancy's Ghost Recon Advanced Warfighter,2006,14,6,7
5360,Transformers: Revenge of the Fallen (DS Versions),2009,4,5,9
5361,Fracture,2008,5,18,7
5362,Tokyo Highway Battle,1996,13,163,3
5363,Pandora's Tower,2011,1,1,4
5364,Binary Domain,2012,6,9,9
5365,The King of Fighters XIII,2011,5,71,10
5366,Beyond Good & Evil,2003,7,6,11
5367,Banjo-Kazooie: Grunty's Revenge,2003,9,29,2
5368,Bomberman World,1998,13,4,5
5369,The X-Factor,2010,1,42,6
5370,Digimon World: Dawn / Dusk,2007,4,26,4
5371,Street Fighter Alpha 3 MAX,2006,17,13,10
5372,Untold Legends: The Warriors Code,2006,17,6,4
5373,Virtua Tennis 2009,2009,5,9,1
5374,Deathtrap Dungeon,1998,13,22,9
5375,Tales of the World: Radiant Mythology 2,2009,17,26,4
5376,Wipeout 2,2011,1,5,6
5377,Iron Man 2,2010,1,9,9
5378,Ape Escape Academy,2004,17,4,6
5379,The Darkness II,2012,6,3,7
5380,SingStar Take That,2009,6,4,6
5381,Marvel: Ultimate Alliance 2,2009,1,5,4
5382,Ultimate Marvel vs. Capcom 3,2011,23,13,10
5383,WWE Wrestlemania XIX,2003,19,29,10
5384,Planet Puzzle League,2007,4,1,5
5385,The Sims 2,2005,19,8,8
5386,Hulk,2003,14,21,9
5387,Naruto: Rise of a Ninja,2007,5,6,9
5388,Chicken Blaster,2009,1,202,7
5389,Family Party: 90 Great Games Party Pack,2010,1,59,6
5390,Klonoa 2: Lunatea's Veil,2001,7,4,2
5391,Deus Ex: Invisible War,2003,14,22,7
5392,Resonance of Fate,2010,5,9,4
5393,Hell's Kitchen: The Game,2008,1,6,8
5394,Disney's Treasure Planet,2002,7,4,9
5395,NASCAR Thunder 2002,2001,14,8,3
5396,Jeanne d'Arc,2006,17,4,4
5397,NCAA Basketball 10,2009,6,8,1
5398,BeatMania Append GottaMix,1999,13,15,8
5399,Dead or Alive 5,2015,11,49,10
5400,Tak 2: The Staff of Dreams,2004,19,29,2
5401,Rugby World Cup 2011,2011,6,12,1
5402,Medal of Honor: Warfighter,2012,15,8,9
5403,Kelly Slater's Pro Surfer,2002,7,5,1
5404,Shrek SuperSlam,2005,9,5,9
5405,Sonic Boom: Rise of Lyric,2014,20,9,9
5406,Legends of Wrestling II,2002,7,31,10
5407,World Stadium 3,1999,13,26,1
5408,Little Deviants,2011,23,4,2
5409,Silent Hill: Downpour,2012,5,15,9
5410,Extra Bases,1990,3,26,1
5411,Super Power League 2,1994,8,69,1
5412,Night at the Museum: Battle of the Smithsonian,2009,1,35,9
5413,Capcom Classics Collection Reloaded,2006,17,13,6
5414,Madden NFL 09,2008,4,8,1
5415,MLB 09: The Show,2009,7,4,1
5416,Deus Ex: Mankind Divided,2016,11,17,4
5417,Cool Boarders 2001,2001,7,4,1
5418,Classic NES Series: Castlevania,2004,9,1,2
5419,Dragon Ball Z: Battle of Z,2014,6,26,10
5420,Scooby-Doo! First Frights,2009,7,20,9
5421,Fight Night Round 3,2006,14,8,10
5422,GT Advance Championship Racing,2001,9,29,3
5423,Way of the Samurai 2,2003,7,13,9
5424,FIFA Street 3,2008,6,8,1
5425,BattleTanx,1998,12,29,9
5426,Hatsune Miku: Project Diva Extend,2011,17,9,6
5427,Battlestations: Pacific,2009,5,22,12
5428,Pitfall 3D: Beyond the Jungle,1998,13,5,2
5429,Disgaea 2: Cursed Memories,2006,7,49,4
5430,Cabela's Dangerous Hunts 2011,2010,6,5,1
5431,DECA Sports Freedom,2010,5,69,1
5432,Clock Tower 3,2002,7,13,11
5433,Battle Dodge Ball,1991,8,58,1
5434,Goosebumps HorrorLand,2008,4,117,11
5435,Phineas and Ferb: Across the 2nd Dimension,2011,6,32,9
5436,Call Of Duty 2: Big Red One,2005,19,5,7
5437,Elebits,2006,1,15,9
5438,Warhammer 40,000: Squad Command,2007,17,29,12
5439,F1 2013,2013,5,36,3
5440,Disgaea: Hour of Darkness,2003,7,49,4
5441,NeoGeo Battle Coliseum,2005,7,151,10
5442,SSX Blur,2007,1,8,1
5443,DiRT 2,2009,17,4,3
5444,Vin Diesel: Wheelman,2009,6,6,3
5445,SpongeBob SquarePants: Creature from the Krusty Krab,2006,19,29,2
5446,My Baby: First Steps,2009,4,84,8
5447,MLB 08: The Show,2008,17,4,1
5448,The Black Eyed Peas Experience,2011,5,6,6
5449,Parodius,1994,13,15,7
5450,Spy Kids 3-D: Game Over,2003,9,32,2
5451,Sakura Wars 3: Paris wa Moeteiru ka,2001,22,9,11
5452,1001 Touch Games,2011,4,191,9
5453,NCAA GameBreaker 2001,2000,13,4,1
5454,Power Rangers: Ninja Storm,2003,9,29,6
5455,Angry Birds Star Wars,2013,6,5,12
5456,Naruto: Gekito Ninja Taisen! 4,2005,19,100,10
5457,Kidou Senshi Gundam F91: Formula Senki 0122,1991,8,26,12
5458,Despicable Me: The Game,2010,1,59,2
5459,Golden Axe: Beast Rider,2008,5,9,9
5460,MySims SkyHeroes,2010,4,8,9
5461,MVP Baseball 2005,2005,19,8,1
5462,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,2007,4,138,6
5463,Carnival Games: Monkey See, Monkey Do!,2011,5,3,6
5464,Eternal Sonata,2007,5,11,4
5465,DX Game of Life 2,1997,13,152,6
5466,EA Playground,2007,4,8,1
5467,NBA Live 96,1996,13,8,1
5468,Clash of the Titans,2010,6,26,9
5469,Folklore,2007,6,4,4
5470,Dragon Ball Z: Extreme Butoden,2015,10,26,10
5471,Samurai Warriors 2: Xtreme Legends (JP sales),2007,7,49,9
5472,Sniper Elite 3,2014,18,12,7
5473,Teen Titans,2006,19,29,9
5474,Dead Rising 2: Off the Record,2011,6,13,9
5475,Frogger II: Threeedeep!,1983,16,46,9
5476,Etrian Odyssey III: The Drowned City,2010,4,72,4
5477,LEGO The Lord of the Rings,2012,23,20,9
5478,NBA Live 06,2005,19,8,1
5479,Karaoke Revolution Presents American Idol Encore 2,2008,1,15,6
5480,Fireball,1981,16,211,9
5481,Batman: Arkham Origins,2013,20,20,9
5482,Discovery Kids: Puppy Playtime,2009,4,12,8
5483,Dr. Mario / Puzzle League,2005,9,1,5
5484,Bleach: Shattered Blade,2006,1,9,10
5485,Shin Nippon Pro Wrestling: Toukon Retsuden,1995,13,100,10
5486,Major League Baseball 2K6,2006,14,3,1
5487,Pinball Hall of Fame: The Gottlieb Collection,2004,7,98,6
5488,God of War Collection,2014,23,4,9
5489,Dead Space 2,2011,15,8,7
5490,Def Jam Rapstar,2010,6,15,6
5491,Overlord II,2009,5,36,9
5492,NBA 2K10,2009,17,3,1
5493,J Stars Victory Vs.,2014,6,26,10
5494,The Witcher: Enhanced Edition,2008,15,11,4
5495,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,9,15,9
5496,Nicktoons: Movin',2004,7,29,9
5497,One Piece: Romance Dawn - Bouken no Yoake,2012,17,26,10
5498,Batman: Arkham Origins,2013,15,20,9
5499,SWAT: Global Strike Team,2003,7,24,7
5500,Championship Bass,1999,13,8,1
5501,Resident Evil: Revelations 2,2015,6,13,9
5502,Test Drive Unlimited,2006,5,11,3
5503,Golden Axe: Beast Rider,2008,6,9,9
5504,Madden NFL 13,2012,23,8,1
5505,Bratz: Girlz Really Rock,2008,4,29,9
5506,NCAA Basketball 10,2009,5,8,1
5507,Dead or Alive 5,2012,5,116,10
5508,Shin Megami Tensei: Devil Survivor 2,2011,4,145,4
5509,NHL Breakaway 98,1998,12,31,1
5510,Momotarou Dentetsu 20-Shuunen,2008,4,69,6
5511,LEGO Marvel's Avengers,2016,18,20,9
5512,Tekken 6,2009,17,26,10
5513,Kinetica,2001,7,4,3
5514,Beautiful Katamari,2007,5,26,5
5515,Bust-A-Move '99,1997,13,31,5
5516,NBA Street V3,2005,14,8,1
5517,Overlord II,2009,6,36,9
5518,Dragon Quest Monsters 1·2,2002,13,25,4
5519,Army of Two: The 40th Day,2010,17,8,7
5520,Ben 10 Ultimate Alien: Cosmic Destruction,2010,4,59,2
5521,Bigfoot: Collision Course,2008,1,87,3
5522,Batman: Arkham Asylum,2009,15,22,9
5523,Crash of the Titans,2007,5,24,9
5524,The Legend of Spyro: Dawn of the Dragon,2008,5,24,2
5525,Prey,2006,5,3,7
5526,Birthday Party Bash,2009,1,3,6
5527,OverBlood,1996,13,8,9
5528,ESPN X-Games Pro Boarder,1997,13,4,1
5529,Murdered: Soul Suspect,2014,11,17,9
5530,Tony Hawk's American Wasteland,2005,5,5,1
5531,Harvest Moon: Back to Nature,1999,13,6,8
5532,Sniper Elite 3,2014,5,12,7
5533,Naruto: Ultimate Ninja (JP sales),2003,7,11,10
5534,The Settlers 7: Paths to a Kingdom,2010,15,6,12
5535,Go, Diego, Go!: Great Dinosaur Rescue,2008,7,3,9
5536,TrackMania Turbo,2016,11,6,9
5537,The Biggest Loser,2009,4,29,1
5538,Minute to Win It,2011,5,75,6
5539,Darkwatch,2005,7,6,7
5540,Dance Dance Revolution Universe,2007,5,15,8
5541,SimAnimals,2009,1,8,8
5542,Prince of Persia: The Sands of Time,2003,19,6,9
5543,Sky Odyssey,2000,7,4,8
5544,Nagano Winter Olympics 98,1997,12,15,1
5545,Rayman 2: The Great Escape,2000,13,6,2
5546,Kirby's Block Ball,1995,3,1,5
5547,DiRT Rally,2016,11,36,3
5548,Fortress,2001,9,35,9
5549,FIFA 2001 Major League Soccer,2000,13,8,1
5550,Peppa Pig: Theme Park Fun,2011,4,212,6
5551,Rally Cross,1997,13,4,3
5552,My Horse & Me,2007,1,11,1
5553,Frogger's Adventures: The Rescue,2003,7,15,2
5554,Extreme Pinball,1995,13,8,6
5555,Shaun White Snowboarding,2008,17,6,1
5556,Karaoke Revolution Volume 3,2004,7,15,6
5557,Gold's Gym: Cardio Workout (Others sales),2008,1,6,1
5558,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,2001,7,51,8
5559,Street Fighter Alpha 2,1995,24,19,10
5560,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,1999,13,15,1
5561,Ultimate Fighting Championship: Throwdown,2002,7,6,10
5562,Marvel Nemesis: Rise of the Imperfects,2005,17,8,10
5563,SpongeBob SquarePants: Double Pack,2005,9,29,2
5564,Tetris 2 + Bombliss,1991,2,213,5
5565,Harry Potter and the Half-Blood Prince,2009,5,8,9
5566,Disney's Extreme Skate Adventure,2003,7,5,1
5567,Rock Band Country Track Pack,2009,7,32,6
5568,7 Wonders II,2009,4,142,5
5569,Ed, Edd n Eddy: Jawbreakers!,2002,9,176,11
5570,Frankenstein's Monster,1982,16,192,9
5571,Riven: The Sequel to Myst,1997,13,31,11
5572,Derby Stallion DS,2008,4,155,1
5573,Mirror's Edge Catalyst,2016,11,8,2
5574,Manhunt 2,2007,17,3,9
5575,NBA 2K3,2002,14,9,1
5576,Monster Lab,2008,1,22,4
5577,Dragon Quest Monsters: Battle Road Victory,2010,1,17,12
5578,Shin Momotarou Densetsu,1993,8,69,4
5579,From TV Animation One Piece: Grand Battle! 3,2003,7,26,10
5580,Sega Smash Pack,2002,9,11,6
5581,The Conveni: Ano Machi wo Dokusen Seyo,1997,13,190,8
5582,Shin Super Robot Taisen Special Disk,1997,13,58,12
5583,Live A Live,1994,8,10,4
5584,NFL Fever 2004,2003,14,2,1
5585,Madden NFL 2002,2001,9,8,1
5586,UEFA Euro 2008 Austria-Switzerland,2008,7,8,1
5587,Clive Barker's Jericho,2007,5,36,7
5588,Littlest Pet Shop: City Friends,2009,4,8,8
5589,Kingdom Under Fire: The Crusaders,2004,14,42,12
5590,4x4 Evolution,2001,7,214,3
5591,Cabela's Dangerous Hunts 2011,2010,5,5,1
5592,Momotarou Dentetsu Happy,1996,8,69,6
5593,Power Rangers: Time Force,2001,13,29,9
5594,Romance of the Three Kingdoms VII,2000,7,49,12
5595,Shrek the Third,2007,17,5,9
5596,Catherine,2011,5,42,11
5597,BlazBlue: Continuum Shift,2010,5,148,10
5598,Monsters, Inc.,2002,7,4,11
5599,DJ Hero,2009,7,5,6
5600,WipEout Pulse,2007,17,4,3
5601,Quiz Magic Academy DS,2008,4,15,6
5602,Just Dance 2016,2015,18,6,6
5603,Resident Evil Archives: Resident Evil,2008,1,13,9
5604,Dynasty Warriors 4 Empires,2004,7,49,9
5605,Shenmue II,2002,14,2,11
5606,Heart of Darkness,1998,13,86,2
5607,LEGO Marvel's Avengers,2016,6,20,9
5608,Virtua Striker 2,1999,22,9,1
5609,Fable III,2011,15,2,4
5610,Dragon Ball: XenoVerse,2015,18,26,10
5611,Might & Magic Heroes VI,2011,15,6,4
5612,Fuel,2009,5,36,3
5613,ExerBeat,2010,1,26,1
5614,WarCraft II: The Dark Saga,1997,13,8,12
5615,MonHun Nikki: Poka Poka Ailu Mura G,2011,17,13,4
5616,Crash Nitro Kart,2003,14,24,3
5617,Sesame Street: Cookie's Counting Carnival,2010,1,20,6
5618,NBA ShootOut,1995,13,4,1
5619,Fishing Master,2007,1,15,6
5620,Phineas and Ferb Ride Again,2010,4,32,9
5621,Jikkyou Powerful Pro Yakyuu 14,2007,7,15,1
5622,Contra 4,2007,4,15,7
5623,Madden NFL 2004,2003,9,8,1
5624,Sniper Elite 3,2014,6,12,7
5625,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,1995,8,15,2
5626,Bust-A-Move Universe,2011,10,17,5
5627,Mario Golf,1999,3,1,9
5628,Jikkyou Powerful Pro Yakyuu Portable 3,2008,17,15,1
5629,Sesame Street: Elmo's Letter Adventure,1998,13,215,6
5630,The Incredible Hulk,2008,1,9,9
5631,Namco Museum: Virtual Arcade,2008,5,11,6
5632,NBA Inside Drive 2003,2002,14,2,1
5633,FIFA Street,2005,7,8,1
5634,Barbie as The Island Princess,2007,4,5,11
5635,Star Wars Episode III: Revenge of the Sith,2005,4,6,9
5636,Hatsune Miku: Project Mirai DX,2015,10,9,6
5637,Dragon Ball Heroes: Ultimate Mission 2,2014,10,26,12
5638,Shrek: Forever After,2010,4,5,2
5639,MLB 07: The Show,2007,6,4,1
5640,Homefront: The Revolution,2016,11,42,7
5641,Jampack: Summer 2003 (RP-M),2003,7,4,6
5642,Alone in the Dark: One-Eyed Jack's Revenge,1996,13,53,11
5643,Yu-Gi-Oh! The Dawn of Destiny,2004,14,15,12
5644,The Matrix: Path of Neo,2005,14,11,9
5645,Mortal Kombat: Shaolin Monks,2005,14,40,9
5646,Happy Feet,2006,4,40,9
5647,Einhänder,1997,13,10,7
5648,Tiny Toon Adventures: The Great Beanstalk,1998,13,4,6
5649,Foto Frenzy: Spot The Diffrence,2009,4,216,5
5650,Metro: Last Light,2014,18,42,9
5651,Dark Void,2010,5,13,9
5652,Pro Evolution Soccer 2013,2012,5,15,1
5653,Armored Core: Silent Line,2003,7,95,8
5654,SD Gundam G Generation Wars,2009,7,26,12
5655,Dr. Seuss: How the Grinch Stole Christmas,2007,4,217,9
5656,Panzer Dragoon II Zwei,1995,24,9,7
5657,KISS Pinball,2001,13,3,9
5658,Brothers In Arms: Earned in Blood,2005,14,6,7
5659,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,2005,9,29,9
5660,Super Robot Taisen Complete Box,1999,13,58,12
5661,Mega Man Maverick Hunter X,2005,17,13,2
5662,Cabela's Outdoor Adventures (2009),2009,1,57,1
5663,Lord of Arcana,2010,17,17,4
5664,Jikkyou Powerful Pro Yakyuu 4,1997,12,15,1
5665,Goemon's Great Adventure,1998,12,15,2
5666,Hot Wheels Turbo Racing,1999,12,8,3
5667,Vigilante 8,1998,12,5,3
5668,Bass Hunter 64,1999,12,3,1
5669,Doubutsu no Mori,2001,12,1,8
5670,Football Manager 2016,2015,15,9,8
5671,Naruto: Ninja Destiny (US sales),2006,4,26,10
5672,TRON: Evolution,2010,5,32,9
5673,Disney Infinity 3.0,2015,18,32,9
5674,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,2014,10,26,9
5675,Calvin Tucker's Redneck Jamboree,2008,1,75,6
5676,MySims SkyHeroes,2010,1,8,9
5677,J-League Winning Eleven 2007: Club Championship,2007,7,15,1
5678,Shrek's Carnival Craze Party Games,2008,1,5,6
5679,Harvest Moon: Magical Melody,2008,1,71,8
5680,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,2010,4,15,12
5681,Mega Man Battle Network 2,2002,9,6,9
5682,Little King's Story,2009,1,71,12
5683,Mountain King,1982,16,218,9
5684,Jampack Volume 12,2005,7,4,6
5685,Madagascar,2005,4,5,2
5686,Tiger Woods PGA Tour 06,2005,5,8,1
5687,Shaun White Snowboarding,2008,7,6,1
5688,Shin Megami Tensei: Devil Summoner - Soul Hackers,1997,24,72,4
5689,Major League Baseball 2K8,2008,6,7,1
5690,Rapala Pro Bass Fishing 2010,2010,1,5,1
5691,Lord of the Rings: Battle for Middle-Earth,2006,5,8,12
5692,Demolition Racer,1998,13,53,3
5693,Midway Arcade Treasures 2,2004,14,40,6
5694,Final Fantasy IV,1997,13,10,8
5695,Math Play,2006,4,6,5
5696,Kingdoms of Amalur: Reckoning,2012,15,8,4
5697,NASCAR Thunder 2003,2002,19,8,3
5698,SD Gundam G Generation: Overworld,2012,17,26,12
5699,Sorcery,2012,6,4,9
5700,TouchMaster: Connect,2010,4,20,5
5701,NHL FaceOff 2000,1998,13,4,1
5702,Star Wars Racer Revenge,2002,7,18,3
5703,NBA Live 08,2007,17,8,1
5704,The King of Fighters XIII,2011,6,71,10
5705,NCAA Final Four 2002,2001,7,4,1
5706,South Park: Chef's Luv Shack,1998,13,31,6
5707,Music Maker,2001,7,219,6
5708,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,1993,8,15,2
5709,Astroblast,1981,16,140,9
5710,Blade II,2002,7,5,9
5711,40 Winks,1999,13,14,2
5712,The Legend of Heroes: Trails of Cold Steel,2013,23,132,4
5713,Fate/Extra,2010,17,220,4
5714,Shaun White Snowboarding: World Stage,2009,1,6,1
5715,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,2009,4,188,6
5716,Skylanders SWAP Force,2013,18,5,2
5717,A Collection of Classic Games from the Intellivision,1999,13,5,6
5718,Monsters vs. Aliens,2009,6,5,9
5719,Silent Hill: Shattered Memories,2010,17,15,9
5720,Bruce Lee: Quest of the Dragon,2002,14,21,10
5721,Spin Jam,2000,13,90,5
5722,KuruKuru Kururin,2001,9,1,5
5723,Disney's The Emperor's New Groove,2000,13,4,2
5724,Disney's Stitch: Experiment 626,2002,7,4,9
5725,RPG Tsukuru 2,1996,8,51,4
5726,Yuu Yuu Hakusho 2: Kakutou no Sho,1994,8,26,10
5727,Orphen: Scion of Sorcery,2000,7,5,4
5728,LEGO Legends of Chima: Laval's Journey,2013,10,20,11
5729,Imagine: Family Doctor,2009,4,6,8
5730,Magna Carta 2,2009,5,58,4
5731,Ultimate Spider-Man,2005,9,5,9
5732,Nicktoons: Battle for Volcano Island,2006,4,29,9
5733,Midtown Madness 3,2003,14,2,3
5734,Shrek Swamp Kart Speedway,2002,9,73,3
5735,One Piece: Unlimited World Red,2014,6,26,9
5736,Alien: Isolation,2014,5,9,7
5737,Gameboy Gallery,1995,3,1,6
5738,Virtua Cop 2,1996,24,9,7
5739,Ehrgeiz,1998,13,10,10
5740,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,2005,17,9,6
5741,Karaoke Revolution Glee: Volume 3,2011,1,15,6
5742,Spyro: Attack of the Rhynocs,2003,9,21,2
5743,Army Men World War: Land, Sea, Air,2000,13,29,9
5744,Dai-2-Ji Super Robot Taisen OG,2012,6,26,12
5745,Stranglehold,2007,6,40,7
5746,Trauma Center: New Blood,2007,1,1,8
5747,Lumines ll,2006,17,32,5
5748,NES Remix,2014,20,1,9
5749,1701 A.D.,2006,15,42,8
5750,Jumping Flash!,1995,13,4,2
5751,Karaoke Revolution Party,2005,7,15,6
5752,Batman: The Brave and the Bold the Videogame,2010,4,20,9
5753,Burnout,2002,19,31,3
5754,Lizzie McGuire 3: Homecoming Havoc,2005,9,32,2
5755,Chaos Legion,2003,7,13,9
5756,PowerUp Heroes,2011,5,6,10
5757,NASCAR 2011: The Game,2011,5,5,3
5758,Puyo Puyo 7,2009,4,9,5
5759,Shrek: Forever After,2010,1,5,2
5760,Charlie and the Chocolate Factory,2005,9,64,11
5761,Neopets: The Darkest Faerie,2005,7,4,11
5762,Blazing Heroes,1995,24,9,4
5763,Rhythm Tengoku,2006,9,1,6
5764,Super Robot Taisen W,2007,4,58,12
5765,Cart World Series,1997,13,4,3
5766,Invizimals: Shadow Zone,2010,17,4,12
5767,24: The Game,2006,7,4,11
5768,Spider-Man 3,2007,17,5,2
5769,Famista '91,1990,2,26,1
5770,Squinkies,2011,4,5,6
5771,Zoo Tycoon 2 DS,2008,4,29,12
5772,Looney Tunes: Duck Amuck,2007,4,20,9
